frame_idx,t,dt,keys_down
80,1774005121.616208,0.163669,[]
81,1774005121.781868,0.165660,["Key.left"]
82,1774005121.963579,0.181711,[]
83,1774005122.131876,0.168297,["Key.right"]
84,1774005122.304170,0.172294,[]
85,1774005122.476568,0.172398,[]
86,1774005122.634913,0.158345,["Key.left"]
87,1774005122.804784,0.169871,[]
88,1774005122.966941,0.162157,[]
89,1774005123.132658,0.165717,["Key.right"]
90,1774005123.294953,0.162295,[]
91,1774005123.446884,0.151931,[]
92,1774005123.606001,0.159117,["Key.right"]
93,1774005123.760830,0.154830,[]
94,1774005123.910268,0.149438,[]
95,1774005124.062955,0.152687,["Key.left"]
96,1774005124.228972,0.166016,[]
97,1774005124.386643,0.157671,[]
98,1774005124.553768,0.167125,["Key.right"]
99,1774005124.722771,0.169003,[]
100,1774005124.890329,0.167558,[]
101,1774005125.053475,0.163146,["Key.left"]
102,1774005125.212911,0.159436,[]
103,1774005125.371977,0.159066,[]
104,1774005125.539521,0.167544,["Key.left"]
105,1774005125.707593,0.168073,[]
106,1774005125.869205,0.161611,[]
107,1774005126.045497,0.176293,["Key.left"]
108,1774005126.206235,0.160738,[]
109,1774005126.373840,0.167605,[]
110,1774005126.545228,0.171388,["Key.right"]
111,1774005126.694899,0.149671,[]
112,1774005126.859076,0.164178,[]
113,1774005127.021991,0.162914,["Key.space"]
114,1774005127.183312,0.161322,[]
115,1774005127.361859,0.178546,[]
116,1774005127.521566,0.159708,["Key.right"]
117,1774005127.682303,0.160737,[]
118,1774005127.861974,0.179671,[]
119,1774005128.019397,0.157423,["Key.left"]
120,1774005128.191232,0.171836,[]
121,1774005128.348419,0.157187,[]
122,1774005128.506158,0.157739,["Key.left"]
123,1774005128.671641,0.165483,[]
124,1774005128.839391,0.167750,[]
125,1774005129.006419,0.167028,["Key.right"]
126,1774005129.182995,0.176576,[]
127,1774005129.354444,0.171449,[]
128,1774005129.540630,0.186186,["Key.left"]
129,1774005129.709308,0.168678,[]
130,1774005129.876843,0.167536,[]
131,1774005130.030833,0.153990,["Key.left"]
132,1774005130.181743,0.150910,[]
133,1774005130.359808,0.178065,[]
134,1774005130.511153,0.151344,["Key.right"]
135,1774005130.673354,0.162201,[]
136,1774005130.839901,0.166547,[]
137,1774005131.007599,0.167698,["Key.left"]
138,1774005131.166508,0.158909,[]
139,1774005131.332593,0.166085,[]
140,1774005131.497670,0.165077,["Key.left"]
141,1774005131.651630,0.153960,[]
142,1774005131.819583,0.167953,[]
143,1774005131.990527,0.170945,["Key.right"]
144,1774005132.159036,0.168509,[]
145,1774005132.315444,0.156408,[]
146,1774005132.487510,0.172066,["Key.right"]
147,1774005132.657127,0.169617,[]
148,1774005132.809426,0.152299,[]
149,1774005132.969363,0.159937,["Key.left"]
150,1774005133.137844,0.168481,[]
151,1774005133.298007,0.160163,[]
152,1774005133.463644,0.165637,["Key.right"]
153,1774005133.621293,0.157649,[]
154,1774005133.792284,0.170992,[]
155,1774005133.947610,0.155325,["Key.left"]
156,1774005134.096592,0.148982,[]
157,1774005134.253706,0.157114,[]
158,1774005134.423816,0.170110,["Key.right"]
159,1774005134.588262,0.164446,[]
160,1774005134.752336,0.164073,[]
161,1774005134.923835,0.171499,["Key.right"]
162,1774005135.084893,0.161058,[]
163,1774005135.255647,0.170754,[]
164,1774005135.420745,0.165098,["Key.left"]
165,1774005135.591697,0.170952,[]
166,1774005135.756429,0.164732,[]
167,1774005135.914589,0.158160,["Key.right"]
168,1774005136.064486,0.149897,[]
169,1774005136.220031,0.155545,[]
170,1774005136.395072,0.175040,["Key.right"]
171,1774005136.546296,0.151224,[]
172,1774005136.702644,0.156348,[]
173,1774005136.871888,0.169244,["Key.left"]
174,1774005137.032202,0.160314,[]
175,1774005137.198855,0.166653,[]
176,1774005137.368459,0.169605,["Key.right"]
177,1774005137.543455,0.174995,[]
178,1774005137.703097,0.159642,[]
179,1774005137.865332,0.162235,["Key.right"]
180,1774005138.034473,0.169141,[]
181,1774005138.193132,0.158659,[]
182,1774005138.361259,0.168127,["Key.space"]
183,1774005138.525793,0.164535,[]
184,1774005138.686060,0.160266,[]
185,1774005138.850239,0.164180,["Key.right"]
186,1774005139.018775,0.168535,[]
187,1774005139.181485,0.162711,[]
188,1774005139.336783,0.155298,["Key.right"]
189,1774005139.496123,0.159339,[]
190,1774005139.641957,0.145834,[]
191,1774005139.803937,0.161981,["Key.space"]
192,1774005139.976811,0.172874,[]
193,1774005140.139817,0.163006,[]
194,1774005140.323507,0.183691,["Key.left"]
195,1774005140.484710,0.161203,[]
196,1774005140.657177,0.172467,[]
197,1774005140.818075,0.160899,["Key.left"]
198,1774005140.993773,0.175698,[]
199,1774005141.163036,0.169262,[]
200,1774005141.313315,0.150279,["Key.left"]
201,1774005141.482221,0.168906,[]
202,1774005141.647825,0.165604,[]
203,1774005141.813961,0.166135,["Key.right"]
204,1774005141.966352,0.152392,[]
205,1774005142.142447,0.176094,[]
206,1774005142.305460,0.163013,["Key.right"]
207,1774005142.475606,0.170146,[]
208,1774005142.627264,0.151658,[]
209,1774005142.779849,0.152585,["Key.space"]
210,1774005142.935063,0.155214,[]
211,1774005143.094882,0.159819,[]
212,1774005143.259451,0.164569,["Key.left"]
213,1774005143.423357,0.163906,[]
214,1774005143.588215,0.164857,[]
215,1774005143.765793,0.177578,["Key.right"]
216,1774005143.937099,0.171306,[]
217,1774005144.106316,0.169217,[]
218,1774005144.267004,0.160688,["Key.space"]
219,1774005144.435375,0.168371,[]
220,1774005144.605647,0.170271,[]
221,1774005144.775523,0.169876,["Key.space"]
222,1774005144.938440,0.162917,[]
223,1774005145.101584,0.163144,[]
224,1774005145.273681,0.172097,["Key.right"]
225,1774005145.455225,0.181543,[]
226,1774005145.616405,0.161180,["Key.right"]
227,1774005145.787886,0.171481,[]
228,1774005145.949976,0.162091,[]
229,1774005146.124657,0.174681,["Key.left"]
230,1774005146.278790,0.154133,[]
231,1774005146.445697,0.166907,[]
232,1774005146.598933,0.153235,["Key.right"]
233,1774005146.775428,0.176495,[]
234,1774005146.934766,0.159338,[]
235,1774005147.099421,0.164655,["Key.right"]
236,1774005147.264482,0.165061,[]
237,1774005147.415632,0.151150,[]
238,1774005147.593932,0.178299,["Key.space"]
239,1774005147.767801,0.173869,[]
240,1774005147.938031,0.170230,[]
241,1774005148.116735,0.178704,["Key.right"]
242,1774005148.276727,0.159992,[]
243,1774005148.432976,0.156248,[]
244,1774005148.604445,0.171470,["Key.left"]
245,1774005148.787430,0.182984,[]
246,1774005148.959520,0.172090,["Key.space"]
247,1774005149.116359,0.156839,[]
248,1774005149.300842,0.184483,[]
249,1774005149.474359,0.173517,["Key.left"]
250,1774005149.640131,0.165772,[]
251,1774005149.795784,0.155653,[]
252,1774005149.957302,0.161518,["Key.right"]
253,1774005150.123691,0.166389,[]
254,1774005150.285633,0.161942,[]
255,1774005150.449108,0.163476,["Key.left"]
256,1774005150.618723,0.169614,[]
257,1774005150.788216,0.169493,[]
258,1774005150.962303,0.174088,["Key.right"]
259,1774005151.123116,0.160812,[]
260,1774005151.296866,0.173750,[]
261,1774005151.462410,0.165544,["Key.space"]
262,1774005151.621022,0.158613,[]
263,1774005151.777891,0.156869,[]
264,1774005151.936146,0.158255,["Key.right"]
265,1774005152.123253,0.187107,[]
266,1774005152.290243,0.166990,["Key.space"]
267,1774005152.461840,0.171597,[]
268,1774005152.620295,0.158456,[]
269,1774005152.790660,0.170364,["Key.right"]
270,1774005152.957796,0.167136,[]
271,1774005153.116554,0.158758,[]
272,1774005153.288373,0.171819,["Key.left"]
273,1774005153.462801,0.174428,[]
274,1774005153.616234,0.153434,[]
275,1774005153.789962,0.173728,["Key.space"]
276,1774005153.957372,0.167410,[]
277,1774005154.115072,0.157700,[]
278,1774005154.262440,0.147368,["Key.left"]
279,1774005154.420141,0.157701,[]
280,1774005154.590625,0.170485,[]
281,1774005154.755811,0.165186,["Key.left"]
282,1774005154.922217,0.166405,[]
283,1774005155.090294,0.168077,[]
284,1774005155.246850,0.156556,["Key.left"]
285,1774005155.405681,0.158831,[]
286,1774005155.561184,0.155503,[]
287,1774005155.713987,0.152802,["Key.space"]
288,1774005155.888527,0.174540,[]
289,1774005156.056798,0.168272,[]
290,1774005156.221456,0.164657,["Key.space"]
291,1774005156.383269,0.161813,[]
292,1774005156.556334,0.173065,[]
293,1774005156.723956,0.167622,["Key.space"]
294,1774005156.892633,0.168677,[]
295,1774005157.048989,0.156355,[]
296,1774005157.233442,0.184453,["Key.left"]
297,1774005157.410939,0.177498,[]
298,1774005157.564411,0.153472,[]
299,1774005157.733328,0.168917,["Key.space"]
300,1774005157.897294,0.163966,[]
301,1774005158.054404,0.157110,[]
302,1774005158.240213,0.185808,["Key.space"]
303,1774005158.406603,0.166390,[]
