frame_idx,t,dt,keys_down
310,1774004701.460861,0.171063,[]
311,1774004701.627135,0.166274,[]
312,1774004701.787084,0.159950,[]
313,1774004701.948640,0.161556,[]
314,1774004702.112225,0.163585,[]
315,1774004702.277124,0.164899,[]
316,1774004702.423313,0.146188,[]
317,1774004702.588549,0.165236,[]
318,1774004702.754954,0.166405,[]
319,1774004702.918949,0.163995,[]
320,1774004703.081527,0.162578,[]
321,1774004703.261020,0.179494,[]
322,1774004703.417882,0.156862,[]
323,1774004703.589483,0.171601,[]
324,1774004703.744421,0.154938,[]
325,1774004703.911079,0.166658,[]
326,1774004704.065171,0.154092,[]
327,1774004704.235494,0.170323,[]
328,1774004704.396193,0.160699,[]
329,1774004704.550966,0.154773,[]
330,1774004704.719024,0.168059,[]
331,1774004704.892957,0.173933,[]
332,1774004705.060871,0.167914,[]
333,1774004705.229371,0.168500,[]
334,1774004705.387166,0.157795,[]
335,1774004705.553830,0.166664,[]
336,1774004705.723904,0.170074,[]
337,1774004705.885985,0.162081,[]
338,1774004706.055424,0.169439,[]
339,1774004706.212280,0.156856,[]
340,1774004706.379016,0.166736,[]
341,1774004706.537197,0.158181,[]
342,1774004706.701893,0.164696,["Key.right", "Key.space"]
343,1774004706.869158,0.167265,["Key.right", "Key.space"]
344,1774004707.032655,0.163497,[]
345,1774004707.203659,0.171004,[]
346,1774004707.369983,0.166324,[]
347,1774004707.541949,0.171967,[]
348,1774004707.704812,0.162862,[]
349,1774004707.865327,0.160516,[]
350,1774004708.036542,0.171215,[]
351,1774004708.204360,0.167818,[]
352,1774004708.373378,0.169018,[]
353,1774004708.556843,0.183465,[]
354,1774004708.725336,0.168493,[]
355,1774004708.888131,0.162795,[]
356,1774004709.045551,0.157420,[]
357,1774004709.193057,0.147506,[]
358,1774004709.354294,0.161237,[]
359,1774004709.514983,0.160689,[]
360,1774004709.684970,0.169986,[]
361,1774004709.852170,0.167200,[]
362,1774004710.024564,0.172394,[]
363,1774004710.197428,0.172864,[]
364,1774004710.353177,0.155749,[]
365,1774004710.513936,0.160759,[]
366,1774004710.697522,0.183586,[]
367,1774004710.871536,0.174014,[]
368,1774004711.039326,0.167789,[]
369,1774004711.203913,0.164588,[]
370,1774004711.368182,0.164269,[]
371,1774004711.542132,0.173949,[]
372,1774004711.695673,0.153542,[]
373,1774004711.846661,0.150988,[]
374,1774004711.996448,0.149787,[]
375,1774004712.150313,0.153865,[]
376,1774004712.319916,0.169603,[]
377,1774004712.486658,0.166742,[]
378,1774004712.658151,0.171494,[]
379,1774004712.830003,0.171852,[]
380,1774004712.988866,0.158863,[]
381,1774004713.153599,0.164732,[]
382,1774004713.316328,0.162730,[]
383,1774004713.504260,0.187932,[]
384,1774004713.663439,0.159178,[]
385,1774004713.819462,0.156023,[]
386,1774004713.986766,0.167304,[]
387,1774004714.150603,0.163837,[]
388,1774004714.321885,0.171282,[]
389,1774004714.497629,0.175744,[]
390,1774004714.673355,0.175726,["Key.right", "Key.space"]
391,1774004714.839610,0.166255,["Key.right", "Key.space"]
392,1774004714.996903,0.157293,[]
393,1774004715.155684,0.158781,[]
394,1774004715.322997,0.167313,[]
395,1774004715.486542,0.163545,["Key.right"]
396,1774004715.667753,0.181211,["Key.right"]
397,1774004715.836252,0.168499,[]
398,1774004716.007590,0.171338,["Key.right"]
399,1774004716.164346,0.156756,["Key.right"]
400,1774004716.335313,0.170966,["Key.right"]
401,1774004716.514278,0.178966,[]
402,1774004716.691660,0.177382,["Key.left"]
403,1774004716.846678,0.155018,[]
404,1774004717.006066,0.159388,["Key.right"]
405,1774004717.186496,0.180430,[]
406,1774004717.365051,0.178555,["Key.left"]
407,1774004717.531261,0.166210,[]
408,1774004717.714020,0.182759,[]
409,1774004717.891570,0.177550,[]
410,1774004718.065292,0.173722,[]
411,1774004718.263955,0.198663,[]
412,1774004718.418565,0.154611,[]
413,1774004718.593855,0.175289,[]
414,1774004718.762969,0.169115,[]
415,1774004718.927123,0.164153,[]
416,1774004719.093856,0.166734,[]
417,1774004719.269809,0.175953,["Key.right"]
418,1774004719.453614,0.183805,[]
419,1774004719.626821,0.173206,["Key.right", "Key.space"]
420,1774004719.800459,0.173638,["Key.right", "Key.space"]
421,1774004719.985362,0.184903,["Key.right", "Key.space"]
422,1774004720.157099,0.171738,["Key.right", "Key.space"]
423,1774004720.315868,0.158769,["Key.right", "Key.space"]
424,1774004720.490962,0.175094,["Key.right", "Key.space"]
425,1774004720.671922,0.180960,["Key.right", "Key.space"]
426,1774004720.848114,0.176191,["Key.right", "Key.space"]
427,1774004721.016740,0.168627,["Key.right", "Key.space"]
428,1774004721.199359,0.182619,["Key.right", "Key.space"]
429,1774004721.378860,0.179501,["Key.right", "Key.space"]
430,1774004721.539602,0.160742,["Key.right"]
431,1774004721.704636,0.165034,["Key.right"]
432,1774004721.874599,0.169963,[]
433,1774004722.040592,0.165993,["Key.space"]
434,1774004722.204565,0.163974,["Key.right", "Key.space"]
435,1774004722.387122,0.182557,["Key.right"]
436,1774004722.550695,0.163573,[]
437,1774004722.729474,0.178779,[]
438,1774004722.883745,0.154271,[]
439,1774004723.050787,0.167042,["Key.right"]
440,1774004723.224496,0.173709,["Key.right"]
441,1774004723.408500,0.184004,[]
442,1774004723.575175,0.166675,[]
443,1774004723.736185,0.161010,[]
444,1774004723.903420,0.167236,[]
445,1774004724.074920,0.171500,[]
446,1774004724.232452,0.157532,[]
447,1774004724.414255,0.181803,[]
448,1774004724.585311,0.171056,[]
449,1774004724.754346,0.169035,[]
450,1774004724.941614,0.187268,[]
451,1774004725.096694,0.155080,[]
452,1774004725.257268,0.160574,[]
453,1774004725.413668,0.156400,[]
454,1774004725.571622,0.157954,[]
455,1774004725.733635,0.162013,[]
456,1774004725.908605,0.174969,[]
457,1774004726.070166,0.161562,[]
458,1774004726.237844,0.167677,[]
459,1774004726.396718,0.158875,[]
460,1774004726.555161,0.158443,[]
461,1774004726.721120,0.165959,[]
462,1774004726.880590,0.159470,[]
463,1774004727.039293,0.158703,[]
464,1774004727.206090,0.166797,[]
465,1774004727.372462,0.166372,[]
466,1774004727.536723,0.164262,[]
467,1774004727.707774,0.171051,[]
468,1774004727.871049,0.163275,[]
469,1774004728.041425,0.170377,[]
470,1774004728.214556,0.173131,[]
471,1774004728.389472,0.174916,[]
472,1774004728.559057,0.169585,[]
473,1774004728.724366,0.165308,[]
474,1774004728.886161,0.161795,[]
475,1774004729.060626,0.174465,[]
476,1774004729.220826,0.160199,[]
477,1774004729.391983,0.171157,[]
478,1774004729.550516,0.158533,[]
479,1774004729.721100,0.170584,[]
480,1774004729.882221,0.161121,[]
481,1774004730.056304,0.174083,[]
482,1774004730.223840,0.167537,[]
483,1774004730.380670,0.156830,[]
484,1774004730.536212,0.155541,[]
485,1774004730.711396,0.175185,[]
486,1774004730.861106,0.149710,[]
487,1774004731.025638,0.164532,[]
488,1774004731.190083,0.164445,[]
489,1774004731.353414,0.163331,[]
490,1774004731.524319,0.170905,[]
491,1774004731.691594,0.167275,[]
492,1774004731.850118,0.158525,[]
493,1774004732.024810,0.174692,[]
494,1774004732.187226,0.162416,[]
495,1774004732.362318,0.175092,[]
496,1774004732.534379,0.172061,[]
497,1774004732.708116,0.173737,[]
498,1774004732.868250,0.160134,[]
499,1774004733.043181,0.174931,[]
500,1774004733.206700,0.163519,[]
501,1774004733.375235,0.168535,[]
502,1774004733.535434,0.160198,[]
503,1774004733.714267,0.178833,[]
504,1774004733.893443,0.179176,[]
505,1774004734.060319,0.166876,[]
506,1774004734.218367,0.158048,["Key.right", "Key.space"]
507,1774004734.390100,0.171733,["Key.right", "Key.space"]
508,1774004734.558527,0.168427,["Key.right", "Key.space"]
509,1774004734.731870,0.173344,["Key.right", "Key.space"]
510,1774004734.909829,0.177959,[]
511,1774004735.072899,0.163070,[]
512,1774004735.243557,0.170658,[]
513,1774004735.407743,0.164186,[]
514,1774004735.562380,0.154637,[]
515,1774004735.738976,0.176596,[]
516,1774004735.908042,0.169067,["Key.right"]
517,1774004736.072008,0.163965,[]
518,1774004736.238048,0.166041,[]
519,1774004736.419584,0.181535,[]
520,1774004736.584856,0.165272,[]
521,1774004736.767965,0.183109,["Key.left"]
522,1774004736.958039,0.190073,[]
523,1774004737.120704,0.162665,["Key.right"]
524,1774004737.282116,0.161412,[]
525,1774004737.452275,0.170159,[]
526,1774004737.613953,0.161678,[]
527,1774004737.769942,0.155989,[]
528,1774004737.939220,0.169278,[]
529,1774004738.102973,0.163753,[]
530,1774004738.278592,0.175619,[]
531,1774004738.432796,0.154204,[]
532,1774004738.613964,0.181167,[]
533,1774004738.787209,0.173246,[]
534,1774004738.954960,0.167750,[]
535,1774004739.125460,0.170500,[]
536,1774004739.297170,0.171710,[]
537,1774004739.452147,0.154977,[]
538,1774004739.621296,0.169148,[]
539,1774004739.787220,0.165925,[]
540,1774004739.972980,0.185760,[]
541,1774004740.142136,0.169156,[]
542,1774004740.309308,0.167171,[]
543,1774004740.473993,0.164685,[]
544,1774004740.644735,0.170742,[]
545,1774004740.804858,0.160123,[]
546,1774004740.986591,0.181733,[]
547,1774004741.160838,0.174247,[]
548,1774004741.323017,0.162179,[]
549,1774004741.488442,0.165425,[]
